Jugador,Posicion,Temporadas,Puntos totales,Promedio puntos por partido,Rebotes totales,Promedio rebotes por partido,Asistencias totales,Promedio asistencias por partido,Robos totales,Bloqueos totales,Porcentaje tiros de campo,Porcentaje tiros libres,Porcentaje tiros triples
Michael Jordan,Escolta,15,32292,30.1,6672,6.2,5633,5.3,2514,893,49.7,83.5,32.7
