John Stockton,Magic Johnson,Scottie Pippen,Clyde Drexler,Larry Bird,Michael Jordan,Karl Malone,Charles Barkley,Chris Mullin,Patrick Ewing,David Robinson,Christian Laettner
15806,10141,6135,6125,5695,5633,5248,4215,3450,2894,2441,1092
